PolygonLayer1_label,Value0
,8.9
,12.5
,6.2
,10.2
,16.3
,8.6
,11.0
,15.2
,7.4
,9.1
,4.3
,11.4
,10.4
,6.2
,11.9
,11.5
,8.9
,10.8
,10.5
,6.3
,5.6
,6.3
,12.2
,9.4
,9.6
,7.1
,8.8
,9.7
,7.8
,11.2
,6.9
,11.2
,9.8
,10.1
,9.8
,9.2
,13.0
,9.5
,9.0
,9.2
,7.1
,10.1
,10.6
,6.3
,21.3
,7.5
,10.5
,7.9
,11.4
,8.9
,11.5
,8.5
,9.9
,11.0
,10.4
,6.7
,11.0
,9.8
,11.6
,11.1
,10.8
,8.9
,12.4
,9.9
,9.7
,10.0
,8.2
,8.7
,6.0
,12.8
,4.2
,5.5
,10.7
,11.2
,6.3
,11.9
,9.5
,11.8
,11.9
,8.4
,12.5
,8.9
,4.6
,10.1
,9.1
,11.0
,5.2
,9.6

PolygonLayer2_label,Value0
,12.3
,15.6
,10.2
,13.5
,16.0
,11.8
,9.4
,9.9
,11.2
,14.1
,12.7
,13.5
,9.0
,11.0
,11.4
,11.9
,11.0
,11.3
,16.0
,18.8
,10.9
,9.1
,9.5
,12.9
,8.9
,19.5
,12.9
,12.6
,9.9
,12.7
,7.5
,9.1
,17.5
,13.1
,13.6
,10.5
,13.0
,15.1
,11.5
,12.0
,11.6
,13.9
,11.9
,13.8
,13.6
,8.8
,10.1
,9.9
,9.8
,16.2
,10.4
,9.9

Textbox105,Textbox106,fips2,county2,ruc_code2,total_est_pct3,total_est_pct_Bmin3,total_est_pct_Bmax3,under18_pct3,under18_pct_Bmin3,under18_pct_Bmax3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27000,Minnesota,,8.9,8.7,9.1,11.0,10.4,11.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27001,Aitkin,8,12.5,10.2,14.8,19.7,14.1,25.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27003,Anoka,1,6.2,5.3,7.1,7.9,6.1,9.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27005,Becker,6,10.2,8.2,12.2,14.8,10.8,18.8
All people in poverty (2019),Children ages 0-17 in poverty (2019),27007,Beltrami,7,16.3,13.4,19.2,23.1,17.3,28.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27009,Benton,3,8.6,6.9,10.3,10.0,6.9,13.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27011,Big Stone,9,11.0,8.2,13.8,13.6,8.7,18.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27013,Blue Earth,3,15.2,13.4,17.0,12.6,9.4,15.8
All people in poverty (2019),Children ages 0-17 in poverty (2019),27015,Brown,6,7.4,5.6,9.2,9.3,6.4,12.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27017,Carlton,2,9.1,7.1,11.1,10.0,7.1,12.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27019,Carver,1,4.3,3.5,5.1,4.0,2.9,5.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27021,Cass,9,11.4,9.2,13.6,19.9,14.6,25.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27023,Chippewa,7,10.4,8.3,12.5,13.2,9.2,17.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27025,Chisago,1,6.2,5.0,7.4,6.4,4.4,8.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27027,Clay,3,11.9,9.6,14.2,12.4,8.8,16.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27029,Clearwater,8,11.5,8.9,14.1,15.0,9.8,20.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27031,Cook,9,8.9,6.7,11.1,11.7,7.8,15.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27033,Cottonwood,7,10.8,8.3,13.3,15.2,10.4,20.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27035,Crow Wing,4,10.5,8.9,12.1,14.1,10.9,17.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27037,Dakota,1,6.3,5.5,7.1,7.6,6.2,9.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27039,Dodge,3,5.6,4.3,6.9,6.3,4.3,8.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27041,Douglas,6,6.3,4.8,7.8,7.5,4.8,10.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27043,Faribault,6,12.2,9.9,14.5,16.8,12.1,21.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27045,Fillmore,3,9.4,7.2,11.6,13.3,9.0,17.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27047,Freeborn,7,9.6,7.6,11.6,13.3,9.2,17.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27049,Goodhue,4,7.1,5.8,8.4,8.7,6.6,10.8
All people in poverty (2019),Children ages 0-17 in poverty (2019),27051,Grant,9,8.8,6.5,11.1,13.7,9.2,18.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27053,Hennepin,1,9.7,9.1,10.3,11.9,10.4,13.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27055,Houston,3,7.8,6.1,9.5,9.3,6.5,12.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27057,Hubbard,7,11.2,9.2,13.2,14.8,10.0,19.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27059,Isanti,1,6.9,5.4,8.4,8.8,6.1,11.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27061,Itasca,6,11.2,9.3,13.1,15.2,11.3,19.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27063,Jackson,7,9.8,8.0,11.6,13.6,9.9,17.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27065,Kanabec,6,10.1,7.8,12.4,14.5,9.6,19.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27067,Kandiyohi,4,9.8,7.9,11.7,14.4,10.5,18.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27069,Kittson,9,9.2,7.0,11.4,11.5,7.7,15.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27071,Koochiching,6,13.0,10.1,15.9,19.1,13.5,24.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27073,Lac qui Parle,9,9.5,7.3,11.7,12.3,8.4,16.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27075,Lake,6,9.0,7.1,10.9,11.4,7.8,15.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27077,Lake of the Woods,9,9.2,6.8,11.6,12.2,8.2,16.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27079,Le Sueur,1,7.1,5.6,8.6,7.8,5.5,10.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27081,Lincoln,9,10.1,7.9,12.3,11.6,8.0,15.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27083,Lyon,7,10.6,8.6,12.6,13.3,9.7,16.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27085,McLeod,6,6.3,4.8,7.8,8.3,5.7,10.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27087,Mahnomen,8,21.3,18.2,24.4,33.6,27.2,40.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27089,Marshall,8,7.5,5.6,9.4,9.9,6.6,13.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27091,Martin,7,10.5,8.0,13.0,16.5,11.2,21.8
All people in poverty (2019),Children ages 0-17 in poverty (2019),27093,Meeker,6,7.9,6.4,9.4,8.9,6.4,11.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27095,Mille Lacs,1,11.4,9.6,13.2,14.9,10.8,19.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27097,Morrison,6,8.9,7.0,10.8,10.3,6.6,14.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27099,Mower,4,11.5,9.5,13.5,15.2,11.8,18.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27101,Murray,9,8.5,6.7,10.3,10.9,7.3,14.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27103,Nicollet,3,9.9,8.1,11.7,11.0,8.3,13.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27105,Nobles,7,11.0,8.5,13.5,14.2,9.9,18.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27107,Norman,8,10.4,7.9,12.9,15.8,10.5,21.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27109,Olmsted,3,6.7,5.4,8.0,8.0,5.6,10.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27111,Otter Tail,6,11.0,9.1,12.9,14.6,11.1,18.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27113,Pennington,6,9.8,7.8,11.8,10.5,7.4,13.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27115,Pine,6,11.6,9.6,13.6,15.9,11.3,20.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27117,Pipestone,6,11.1,8.9,13.3,16.2,12.0,20.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27119,Polk,3,10.8,8.6,13.0,14.0,9.9,18.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27121,Pope,8,8.9,6.9,10.9,10.9,7.4,14.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27123,Ramsey,1,12.4,11.1,13.7,17.3,14.4,20.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27125,Red Lake,8,9.9,7.7,12.1,10.8,7.4,14.2
All people in poverty (2019),Children ages 0-17 in poverty (2019),27127,Redwood,7,9.7,7.9,11.5,12.1,8.3,15.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27129,Renville,8,10.0,7.9,12.1,13.4,9.2,17.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27131,Rice,4,8.2,6.4,10.0,9.1,6.2,12.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27133,Rock,6,8.7,6.6,10.8,10.5,7.1,13.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27135,Roseau,7,6.0,4.5,7.5,8.4,5.5,11.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27137,St. Louis,2,12.8,11.5,14.1,12.8,9.6,16.0
All people in poverty (2019),Children ages 0-17 in poverty (2019),27139,Scott,1,4.2,3.3,5.1,4.9,3.4,6.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27141,Sherburne,1,5.5,4.5,6.5,6.0,4.3,7.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27143,Sibley,1,10.7,9.1,12.3,16.8,14.3,19.3
All people in poverty (2019),Children ages 0-17 in poverty (2019),27145,Stearns,3,11.2,9.6,12.8,14.0,11.4,16.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27147,Steele,5,6.3,4.6,8.0,8.9,5.7,12.1
All people in poverty (2019),Children ages 0-17 in poverty (2019),27149,Stevens,7,11.9,9.7,14.1,8.7,5.8,11.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27151,Swift,7,9.5,7.3,11.7,13.6,9.6,17.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27153,Todd,6,11.8,9.4,14.2,16.6,11.7,21.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27155,Traverse,9,11.9,8.9,14.9,20.2,13.7,26.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27157,Wabasha,3,8.4,6.8,10.0,10.2,7.5,12.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27159,Wadena,7,12.5,9.8,15.2,16.1,10.7,21.5
All people in poverty (2019),Children ages 0-17 in poverty (2019),27161,Waseca,6,8.9,6.9,10.9,11.5,8.1,14.9
All people in poverty (2019),Children ages 0-17 in poverty (2019),27163,Washington,1,4.6,3.7,5.5,5.1,3.6,6.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27165,Watonwan,6,10.1,7.8,12.4,13.7,9.8,17.6
All people in poverty (2019),Children ages 0-17 in poverty (2019),27167,Wilkin,6,9.1,6.9,11.3,11.1,7.8,14.4
All people in poverty (2019),Children ages 0-17 in poverty (2019),27169,Winona,4,11.0,8.7,13.3,11.3,7.8,14.8
All people in poverty (2019),Children ages 0-17 in poverty (2019),27171,Wright,1,5.2,4.3,6.1,5.3,3.9,6.7
All people in poverty (2019),Children ages 0-17 in poverty (2019),27173,Yellow Medicine,9,9.6,7.4,11.8,13.2,8.8,17.6

Textbox93,Textbox96,fips,county,ruc_code,total_est,total_Bmin,total_Bmax,under18,under18_Bmin,under18_Bmax
All people in poverty (2019),Children ages 0-17 in poverty (2019),27000,Minnesota,,"491,782","479,460","504,104","140,103","132,789","147,417"
All people in poverty (2019),Children ages 0-17 in poverty (2019),27001,Aitkin,8,"1,947","1,580","2,314",504,360,648
